Intern_ID,Task_Completion_Time_Hrs,Feedback_Rating,Attendance_Percentage,Performance
2913,16.11,2.9,71.54,0.25
2914,9.87,1.3,39.21,0.25
2915,16.06,4.0,13.76,0.39
2916,7.21,3.1,79.46,0.56
2917,4.32,1.1,2.73,0.41
2918,3.11,4.9,47.43,0.92
2919,14.24,2.2,14.63,0.22
2920,15.67,2.0,91.48,0.15
2921,1.47,3.6,56.47,0.81
2922,1.5,1.7,24.96,0.57
2923,2.83,4.7,35.12,0.9
2924,4.42,1.3,53.16,0.43
2925,14.91,1.2,97.83,0.08
2926,15.62,3.2,13.71,0.3
2927,9.57,2.2,39.6,0.37
2928,4.27,3.0,43.94,0.64
2929,1.03,4.5,91.81,0.94
2930,15.55,4.5,48.53,0.47
2931,6.63,2.9,85.37,0.56
2932,7.39,1.7,33.79,0.38
2933,6.57,1.3,65.91,0.36
2934,4.27,1.2,77.21,0.42
2935,14.91,2.4,34.34,0.23
2936,6.9,1.4,60.1,0.36
2937,11.7,2.1,99.85,0.29
2938,1.08,3.7,64.29,0.83
2939,7.64,1.2,56.46,0.31
2940,12.17,3.3,32.03,0.43
2941,9.44,2.7,92.3,0.44
2942,12.74,1.7,46.52,0.21
2943,12.88,2.2,93.7,0.27
2944,14.58,3.8,14.73,0.41
2945,3.84,2.1,74.44,0.55
2946,3.27,2.5,11.69,0.61
2947,8.45,1.4,82.37,0.31
2948,6.3,5.0,78.08,0.83
2949,6.03,1.6,46.24,0.41
2950,9.07,2.6,49.41,0.44
2951,9.7,1.2,16.54,0.24
2952,2.91,2.8,50.28,0.66
2953,13.96,3.2,46.7,0.36
2954,14.67,1.8,97.03,0.16
2955,7.02,1.5,99.7,0.37
2956,12.09,4.6,77.28,0.59
2957,14.23,3.6,24.77,0.4
2958,12.06,4.8,79.91,0.62
2959,14.34,4.0,16.22,0.44
2960,6.66,4.2,69.06,0.72
2961,12.69,4.2,12.4,0.52
2962,14.8,4.6,37.96,0.5
2963,13.91,4.3,19.74,0.5
2964,7.55,4.8,5.67,0.76
2965,5.83,3.8,36.82,0.69
2966,14.03,3.7,28.39,0.42
2967,12.68,1.8,46.26,0.22
2968,11.21,3.6,17.85,0.5
2969,1.22,1.6,74.51,0.57
2970,2.07,2.8,28.73,0.69
2971,7.88,4.8,27.33,0.75
2972,10.95,3.6,64.3,0.5
2973,13.39,1.4,95.54,0.15
2974,4.83,2.5,13.59,0.56
2975,13.2,1.5,95.04,0.17
2976,2.18,3.0,45.02,0.71
2977,7.63,2.7,36.98,0.5
2978,13.24,4.8,78.26,0.58
2979,3.19,3.1,84.98,0.69
2980,13.12,1.5,93.95,0.17
2981,13.69,2.7,71.19,0.3
2982,11.14,5.0,33.98,0.67
2983,6.22,1.0,32.69,0.33
2984,8.33,1.1,28.27,0.28
2985,3.92,4.8,46.82,0.88
2986,13.42,2.7,86.59,0.31
2987,9.41,1.3,18.79,0.27
2988,4.05,2.7,29.8,0.61
2989,15.5,3.4,27.46,0.33
2990,12.15,4.4,71.15,0.57
2991,8.94,1.7,24.62,0.33
2992,14.89,1.3,27.7,0.09
2993,9.02,1.6,70.22,0.32
2994,14.55,4.5,28.38,0.5
2995,8.8,3.8,19.39,0.6
2996,2.01,1.4,76.37,0.52
2997,15.49,3.3,17.97,0.32
2998,12.68,4.5,64.81,0.56
2999,11.88,1.9,32.98,0.26
3000,2.47,3.3,42.26,0.74
3001,1.39,4.9,54.68,0.97
3002,3.61,2.7,59.57,0.63
3003,8.16,3.0,62.6,0.52
3004,5.6,1.3,46.53,0.39
3005,12.6,3.0,83.15,0.38
3006,6.68,3.0,20.52,0.57
3007,10.69,2.9,56.38,0.42
3008,3.1,1.8,99.5,0.53
3009,8.04,1.9,87.14,0.39
3010,13.32,3.7,66.23,0.44
3011,2.52,2.4,55.45,0.63
3012,1.13,2.9,74.92,0.73
3013,2.67,4.4,48.92,0.87
3014,4.72,4.9,40.5,0.87
3015,15.82,4.6,66.57,0.47
3016,2.88,2.3,61.72,0.6
3017,12.28,4.1,5.32,0.52
3018,16.02,4.2,3.51,0.42
3019,8.77,2.5,60.5,0.44
3020,13.52,1.8,90.82,0.2
3021,3.59,4.2,93.16,0.82
3022,15.84,4.0,60.25,0.4
3023,1.58,2.7,32.95,0.69
3024,1.18,3.8,77.41,0.84
3025,14.55,4.4,52.07,0.49
3026,13.78,3.7,92.29,0.43
3027,15.0,2.1,71.49,0.19
3028,10.86,4.6,48.48,0.63
3029,13.82,1.4,56.42,0.14
3030,14.94,3.5,30.19,0.36
3031,11.69,1.1,35.46,0.17
3032,8.06,1.4,42.01,0.32
3033,10.73,4.2,24.76,0.59
3034,15.42,1.5,22.35,0.1
3035,1.78,1.9,76.57,0.59
3036,6.56,1.9,31.38,0.43
3037,7.95,2.9,59.84,0.51
3038,5.68,4.9,42.67,0.84
3039,14.96,4.5,36.07,0.49
3040,13.99,1.1,45.87,0.09
3041,4.23,2.7,64.14,0.61
3042,6.54,1.7,30.51,0.41
3043,13.14,1.4,3.06,0.16
3044,9.17,4.2,5.8,0.64
3045,13.49,4.9,17.19,0.58
3046,8.39,4.9,16.28,0.75
3047,2.12,2.2,94.87,0.61
3048,8.83,4.1,48.56,0.63
3049,6.36,2.5,69.76,0.51
3050,15.31,1.5,22.17,0.1
3051,1.33,2.5,5.42,0.68
3052,1.99,1.3,52.6,0.51
3053,9.98,1.2,33.6,0.24
3054,4.4,3.5,99.08,0.7
3055,8.28,1.3,16.45,0.3
3056,7.16,2.4,17.16,0.48
3057,6.75,2.5,79.46,0.5
3058,14.65,4.1,74.71,0.45
3059,4.25,3.7,52.71,0.73
3060,16.17,4.0,95.33,0.39
3061,7.54,3.3,15.02,0.58
3062,10.62,1.9,77.25,0.3
3063,14.61,3.0,14.85,0.31
3064,1.14,2.0,68.31,0.62
3065,11.23,2.1,90.25,0.31
3066,7.43,4.7,89.32,0.76
3067,9.48,3.2,52.71,0.5
3068,13.72,1.8,0.16,0.19
3069,9.16,3.6,74.67,0.56
3070,1.62,1.3,77.92,0.52
3071,5.44,3.7,42.22,0.69
3072,12.46,1.7,63.16,0.22
3073,1.86,3.1,57.43,0.73
3074,4.97,4.8,51.02,0.85
3075,3.7,2.5,59.57,0.6
3076,14.23,3.8,42.78,0.42
3077,12.42,2.5,65.95,0.32
3078,11.95,3.1,54.06,0.41
3079,16.48,3.9,90.17,0.36
3080,12.1,3.4,66.69,0.44
3081,6.44,3.4,78.53,0.62
3082,14.86,2.6,38.01,0.25
3083,5.13,2.4,43.05,0.54
3084,4.11,3.4,34.25,0.7
3085,11.86,3.3,7.35,0.44
3086,12.89,4.9,80.86,0.6
3087,1.4,1.3,47.46,0.52
3088,5.28,1.4,33.31,0.41
3089,11.49,1.8,87.59,0.26
3090,4.75,2.0,19.77,0.5
3091,13.6,3.5,88.07,0.41
3092,5.22,4.0,47.75,0.74
3093,12.0,4.6,87.87,0.6
3094,2.23,2.6,8.23,0.66
3095,16.18,1.1,22.53,0.02
3096,13.12,2.4,85.12,0.28
3097,8.74,1.5,85.41,0.31
3098,15.72,2.2,54.83,0.18
3099,4.72,1.8,15.91,0.48
3100,12.53,4.2,33.33,0.53
3101,7.14,3.0,26.39,0.55
3102,7.04,3.8,76.77,0.66
3103,3.72,3.0,54.33,0.66
3104,15.26,1.2,0.23,0.06
3105,14.71,2.3,53.92,0.22
3106,4.16,3.6,90.51,0.72
3107,3.86,3.6,87.61,0.73
3108,7.28,2.5,94.44,0.48
3109,15.0,1.0,25.46,0.05
3110,7.84,3.0,52.01,0.53
3111,5.68,1.0,5.59,0.35
3112,9.97,2.6,94.95,0.41
3113,7.32,4.7,52.91,0.76
3114,6.88,2.3,66.92,0.47
3115,14.18,4.0,57.85,0.45
3116,2.57,1.4,80.47,0.5
3117,14.39,4.0,51.04,0.44
3118,14.5,1.7,25.65,0.15
3119,1.27,4.6,85.43,0.94
3120,6.57,3.4,99.84,0.62
3121,8.04,2.8,58.59,0.5
3122,6.24,2.3,22.08,0.49
3123,6.27,2.0,14.14,0.46
3124,13.01,1.9,31.95,0.23
3125,15.77,2.1,69.6,0.16
3126,10.22,3.7,92.97,0.54
3127,12.19,1.5,10.26,0.2
3128,2.92,1.2,72.12,0.46
3129,8.69,3.3,49.17,0.54
3130,8.97,3.0,64.83,0.49
3131,12.64,1.4,75.05,0.17
3132,6.72,2.2,90.97,0.47
3133,2.84,3.9,96.42,0.8
3134,8.69,4.4,67.02,0.68
3135,10.99,4.6,77.62,0.63
3136,4.04,3.7,43.77,0.74
3137,7.94,1.7,48.91,0.36
3138,11.76,1.6,39.03,0.23
3139,13.08,3.9,64.98,0.47
3140,16.14,2.1,32.14,0.15
3141,9.57,1.1,84.63,0.24
3142,10.25,3.1,33.25,0.46
3143,16.12,3.3,86.11,0.3
3144,7.09,3.9,85.45,0.67
3145,16.33,4.8,51.52,0.48
3146,7.65,2.5,62.46,0.47
3147,11.79,1.9,80.96,0.26
3148,1.35,3.9,47.01,0.85
3149,8.54,1.4,28.52,0.31
3150,14.34,3.1,10.71,0.33
3151,7.21,4.6,32.1,0.75
3152,16.21,4.2,4.6,0.41
3153,6.1,1.6,62.31,0.41
3154,12.24,3.3,51.93,0.42
3155,16.24,2.6,71.96,0.21
3156,14.01,3.0,50.86,0.33
3157,4.05,2.3,47.31,0.56
3158,11.33,3.6,22.8,0.49
3159,10.41,3.9,68.71,0.56
3160,11.9,3.9,56.66,0.51
3161,6.22,3.9,51.96,0.69
3162,10.34,1.1,43.99,0.21
3163,5.56,2.5,79.08,0.54
3164,14.88,4.6,7.86,0.5
3165,3.31,1.4,63.71,0.48
3166,6.18,2.8,37.35,0.56
3167,5.03,3.1,81.13,0.63
3168,5.93,1.1,37.11,0.35
3169,9.88,2.7,18.52,0.43
3170,2.23,4.6,80.58,0.91
3171,14.33,4.8,95.45,0.54
3172,11.17,2.7,21.41,0.38
3173,13.77,4.5,81.95,0.53
3174,14.32,1.8,47.89,0.17
3175,7.05,3.0,67.28,0.55
3176,8.78,2.0,59.93,0.37
3177,5.79,2.5,4.42,0.53
3178,9.53,2.7,72.1,0.44
3179,5.53,3.1,34.62,0.62
3180,6.79,4.8,90.02,0.79
3181,2.77,4.0,57.5,0.82
3182,9.69,1.3,10.9,0.26
3183,1.39,3.2,6.89,0.76
3184,14.55,2.3,37.53,0.23
3185,9.15,1.8,82.99,0.34
3186,14.67,5.0,63.75,0.56
3187,14.53,3.8,60.16,0.41
3188,8.5,2.0,98.8,0.38
3189,8.39,3.6,75.48,0.59
3190,7.14,3.5,0.25,0.61
3191,12.07,1.8,45.05,0.24
3192,1.35,2.2,89.0,0.64
3193,15.75,3.7,72.26,0.36
3194,12.72,2.5,46.76,0.31
3195,2.66,2.3,41.39,0.61
3196,2.07,5.0,41.48,0.97
3197,14.57,3.1,6.86,0.32
3198,5.61,4.0,16.92,0.73
3199,8.98,1.2,16.91,0.27
3200,4.97,3.2,92.58,0.65
3201,10.97,5.0,64.51,0.68
3202,10.3,4.2,89.33,0.6
3203,4.59,3.2,92.9,0.66
3204,11.03,2.0,59.12,0.3
3205,5.35,3.6,30.35,0.68
3206,16.12,1.1,9.19,0.02
3207,11.45,2.5,65.08,0.35
3208,6.96,4.3,50.02,0.72
3209,11.39,4.8,68.42,0.64
3210,3.52,2.2,43.27,0.57
3211,4.01,4.6,78.86,0.85
3212,6.87,1.5,10.06,0.37
3213,16.06,4.3,5.16,0.43
3214,5.79,1.1,18.59,0.36
3215,13.55,4.8,26.41,0.57
3216,12.64,1.3,49.68,0.16
3217,8.44,1.3,72.53,0.3
3218,11.45,1.8,29.95,0.26
3219,12.07,3.9,24.54,0.51
3220,4.69,1.9,73.63,0.49
3221,11.42,3.5,33.22,0.48
3222,2.52,3.7,48.36,0.79
3223,10.51,3.9,41.86,0.56
3224,16.14,3.5,9.24,0.32
3225,9.51,3.9,91.06,0.59
3226,15.65,1.8,22.77,0.13
3227,12.91,2.5,1.24,0.3
3228,8.57,2.6,48.0,0.46
3229,10.28,1.6,81.67,0.28
3230,16.06,2.1,23.76,0.15
3231,8.34,2.7,58.06,0.48
3232,6.09,4.8,13.03,0.81
3233,15.1,3.7,42.5,0.38
3234,16.04,1.8,26.2,0.11
3235,5.63,4.8,71.05,0.83
3236,1.06,5.0,24.2,1.0
3237,6.3,1.4,34.79,0.38
3238,9.29,1.4,48.19,0.28
3239,12.72,2.8,18.33,0.35
3240,6.8,3.9,42.83,0.68
3241,13.2,2.8,23.0,0.33
3242,13.66,4.8,87.28,0.57
3243,2.07,4.9,68.44,0.95
3244,3.77,2.4,28.61,0.59
3245,14.52,1.1,24.65,0.08
3246,15.17,1.0,53.15,0.04
3247,7.25,1.1,91.1,0.31
3248,2.14,3.0,82.08,0.71
3249,12.8,2.7,65.92,0.33
3250,7.21,4.8,60.3,0.77
3251,7.66,1.4,0.23,0.34
3252,4.95,4.6,67.15,0.82
3253,15.33,1.8,5.49,0.14
3254,1.07,3.8,35.89,0.85
3255,4.96,4.3,90.45,0.78
3256,11.8,4.7,3.14,0.61
3257,10.25,3.8,80.14,0.55
3258,5.25,1.7,56.65,0.45
3259,9.9,1.4,63.18,0.26
3260,3.82,4.7,65.09,0.87
3261,5.33,1.3,36.6,0.4
3262,7.99,3.1,55.89,0.54
3263,5.21,3.4,17.09,0.66
3264,4.89,2.6,18.76,0.57
3265,9.03,4.7,19.88,0.7
3266,5.87,4.9,49.38,0.83
3267,6.94,1.1,36.56,0.32
3268,13.99,1.8,76.61,0.18
3269,10.59,2.9,94.5,0.43
3270,13.69,1.7,13.28,0.18
3271,6.25,4.7,36.68,0.79
3272,3.13,3.4,85.45,0.73
3273,5.13,4.4,86.45,0.79
3274,5.43,3.1,46.57,0.62
3275,9.59,1.2,34.03,0.25
3276,6.19,2.0,11.08,0.46
3277,7.45,3.1,27.31,0.55
3278,5.95,4.3,71.4,0.75
3279,4.89,4.7,86.18,0.84
3280,15.82,1.7,31.26,0.11
3281,2.34,3.4,8.29,0.76
3282,12.27,1.7,45.08,0.22
3283,8.64,2.7,24.63,0.47
3284,2.54,1.0,57.97,0.45
3285,5.12,4.9,39.83,0.85
3286,2.57,2.9,50.13,0.69
3287,11.96,4.1,23.87,0.53
3288,1.07,3.3,33.87,0.79
3289,12.46,4.4,28.31,0.56
3290,13.3,1.7,46.37,0.19
3291,13.01,2.6,32.56,0.31
3292,13.73,2.3,61.13,0.25
3293,14.07,3.5,47.27,0.39
3294,12.45,3.2,84.72,0.41
3295,7.33,3.1,27.97,0.56
3296,13.02,4.1,30.25,0.5
3297,15.32,1.7,18.68,0.13
3298,4.22,1.9,17.45,0.51
3299,5.56,1.8,77.45,0.45
3300,6.7,1.9,82.2,0.43
3301,13.46,2.6,13.63,0.3
3302,11.14,4.5,89.8,0.61
3303,6.29,3.2,37.17,0.6
3304,4.16,4.2,33.91,0.8
3305,11.16,2.1,46.66,0.31
3306,4.48,3.8,8.18,0.74
3307,10.01,1.4,2.2,0.26
3308,4.89,3.4,8.44,0.67
3309,6.36,4.2,0.82,0.73
3310,4.59,3.8,84.91,0.73
3311,1.57,1.2,33.44,0.51
3312,7.74,4.0,52.63,0.66
3313,11.99,1.8,35.21,0.25
3314,6.27,3.8,16.11,0.68
3315,1.93,4.8,71.81,0.94
3316,13.29,3.6,7.7,0.43
3317,11.33,3.9,60.45,0.53
3318,5.09,3.9,52.23,0.73
3319,14.78,1.1,32.23,0.07
3320,4.15,3.1,17.94,0.66
3321,2.59,3.7,5.22,0.79
3322,3.98,1.5,13.61,0.47
3323,3.4,2.0,27.77,0.55
3324,7.4,4.5,89.41,0.73
3325,10.57,1.9,93.66,0.3
3326,3.24,3.4,29.16,0.73
3327,16.02,2.7,30.86,0.23
3328,11.82,2.7,66.11,0.36
3329,8.12,3.5,44.47,0.58
3330,1.59,3.7,48.48,0.82
3331,9.87,1.5,73.97,0.28
3332,1.81,3.3,45.34,0.76
3333,16.43,4.3,56.89,0.41
3334,4.89,2.6,25.18,0.57
3335,4.24,3.5,18.51,0.71
3336,8.06,2.4,66.82,0.45
3337,10.85,2.9,71.64,0.42
3338,12.22,3.3,73.53,0.43
3339,15.47,3.4,92.39,0.33
3340,12.4,1.8,8.42,0.23
3341,15.61,1.5,46.41,0.09
3342,4.39,2.0,44.76,0.52
3343,3.6,2.4,45.61,0.59
3344,5.61,1.9,94.19,0.46
3345,1.53,1.9,35.04,0.6
3346,10.55,3.0,52.24,0.44
3347,7.72,1.3,13.67,0.32
3348,11.17,1.9,48.28,0.28
3349,4.44,3.3,12.74,0.68
3350,15.35,4.9,88.81,0.52
3351,6.14,2.7,88.92,0.55
3352,1.77,4.6,40.65,0.93
3353,11.48,3.2,67.56,0.44
3354,15.49,4.4,97.54,0.46
3355,1.68,1.6,67.32,0.55
3356,11.46,3.6,91.08,0.49
3357,16.28,4.5,43.17,0.44
3358,8.54,4.4,55.84,0.68
3359,7.51,4.7,72.39,0.75
3360,14.31,1.2,67.73,0.1
3361,6.18,3.5,54.79,0.65
3362,8.68,3.6,49.17,0.58
3363,12.97,1.2,91.56,0.14
3364,11.76,1.1,81.07,0.17
3365,11.79,1.7,26.32,0.24
3366,4.84,4.5,9.88,0.81
3367,10.24,3.6,69.83,0.53
3368,4.82,1.6,26.26,0.45
3369,5.0,1.9,58.62,0.48
3370,3.6,1.8,62.46,0.52
3371,9.1,4.2,47.0,0.64
3372,13.9,3.1,89.53,0.35
3373,12.87,1.7,7.26,0.2
3374,6.5,1.9,56.03,0.44
3375,2.64,2.9,16.0,0.68
3376,2.43,3.5,66.0,0.77
3377,12.74,2.7,66.94,0.33
3378,1.61,3.6,91.21,0.81
3379,12.76,2.3,82.02,0.28
3380,13.12,3.7,27.68,0.45
3381,15.61,3.1,95.4,0.29
3382,1.48,3.3,83.3,0.77
3383,6.89,1.2,49.66,0.33
3384,5.62,1.7,98.19,0.44
3385,3.49,2.9,75.07,0.66
3386,8.89,2.9,47.18,0.48
3387,11.04,1.6,55.73,0.25
3388,11.33,2.0,11.21,0.29
3389,6.0,2.2,95.77,0.49
3390,15.87,1.8,90.79,0.12
3391,8.57,2.0,25.6,0.38
3392,9.72,3.4,48.76,0.52
3393,10.41,3.8,11.23,0.55
3394,15.9,4.8,80.74,0.49
3395,3.6,2.9,45.77,0.65
3396,2.59,4.8,87.68,0.92
3397,10.01,4.3,47.22,0.62
3398,7.93,2.0,92.66,0.4
3399,15.3,1.4,32.17,0.09
3400,7.72,2.7,46.5,0.5
3401,11.41,2.0,22.95,0.29
3402,12.9,2.6,18.42,0.32
3403,13.1,4.7,43.8,0.57
3404,1.16,4.0,56.87,0.87
3405,14.79,1.1,62.68,0.07
3406,10.33,2.4,28.57,0.37
3407,1.08,3.7,39.35,0.83
3408,3.52,3.7,87.59,0.76
3409,4.07,3.9,96.07,0.76
3410,14.63,1.6,87.88,0.14
3411,15.54,5.0,31.08,0.53
3412,8.07,3.1,95.29,0.53
3413,14.29,3.5,22.11,0.38
3414,1.02,4.8,64.44,0.97
3415,7.46,1.1,86.58,0.3
3416,9.64,4.0,35.28,0.6
3417,7.29,4.4,3.86,0.72
3418,3.5,1.2,93.93,0.44
3419,5.45,3.1,10.34,0.62
3420,15.86,2.9,74.19,0.26
3421,11.15,1.1,44.79,0.19
3422,11.84,3.7,5.32,0.49
3423,12.56,1.2,69.52,0.15
3424,8.95,4.5,54.68,0.68
3425,3.87,4.8,87.81,0.88
3426,6.11,2.4,10.53,0.51
3427,3.99,4.1,50.19,0.79
3428,1.04,2.7,37.37,0.71
3429,3.55,2.9,63.2,0.66
3430,5.0,2.8,76.68,0.6
3431,7.95,3.7,4.32,0.61
3432,14.05,1.8,40.64,0.18
3433,14.77,2.5,52.93,0.24
3434,4.18,2.7,63.35,0.61
3435,13.67,1.4,45.37,0.14
3436,9.8,4.0,65.23,0.59
3437,9.44,1.7,15.89,0.32
3438,9.27,2.9,24.16,0.47
3439,9.57,1.3,95.08,0.26
3440,3.28,4.1,85.89,0.81
3441,12.01,1.2,61.39,0.17
3442,11.53,4.8,83.44,0.64
3443,7.88,2.7,36.56,0.49
3444,1.74,4.6,4.45,0.93
3445,15.39,2.5,27.77,0.22
3446,14.14,1.1,88.61,0.09
3447,12.57,3.6,38.47,0.45
3448,3.59,2.2,26.88,0.57
3449,14.29,1.8,44.22,0.17
3450,6.92,3.1,3.32,0.57
3451,15.89,4.0,94.48,0.39
3452,14.93,1.5,32.63,0.11
3453,16.12,2.5,72.86,0.2
3454,9.69,4.3,81.29,0.63
3455,1.94,4.9,42.17,0.96
3456,6.34,3.4,39.64,0.63
3457,9.58,4.2,6.9,0.62
3458,9.91,1.5,75.03,0.28
3459,13.46,4.1,33.52,0.49
3460,15.14,2.5,17.18,0.23
3461,10.34,1.6,89.11,0.27
3462,1.51,2.0,47.97,0.61
3463,14.76,2.5,87.51,0.24
3464,6.4,1.4,77.07,0.38
3465,6.84,1.6,61.15,0.39
3466,11.19,1.8,20.77,0.27
3467,12.84,2.6,9.63,0.32
3468,16.04,3.4,66.04,0.31
3469,13.42,4.0,17.3,0.47
3470,14.49,2.3,28.93,0.23
3471,3.35,2.0,50.97,0.55
3472,11.58,3.9,97.96,0.52
3473,6.63,1.2,96.46,0.34
3474,2.76,1.9,65.67,0.56
3475,13.12,1.6,16.86,0.18
3476,11.44,2.0,65.65,0.29
3477,5.6,4.8,90.69,0.83
3478,13.1,2.2,65.13,0.26
3479,5.78,1.5,6.65,0.41
3480,7.94,4.5,51.2,0.71
3481,8.6,4.6,32.55,0.7
3482,12.51,2.6,62.72,0.33
3483,5.99,2.3,10.47,0.5
3484,2.59,2.7,10.0,0.66
3485,2.78,4.3,18.28,0.86
3486,5.7,1.4,1.51,0.4
3487,12.63,4.2,28.22,0.52
3488,16.26,2.0,77.39,0.13
3489,2.29,2.0,19.65,0.58
3490,5.22,2.6,25.93,0.56
3491,5.81,1.6,78.92,0.42
3492,8.38,2.4,22.15,0.44
3493,5.0,1.4,35.88,0.42
3494,14.75,1.8,8.81,0.16
3495,5.52,3.1,88.33,0.62
3496,2.54,1.8,46.1,0.55
3497,11.59,2.6,94.97,0.36
3498,16.28,1.2,72.72,0.03
3499,1.57,4.4,76.84,0.91
3500,15.9,2.5,63.17,0.21
3501,12.7,4.9,32.95,0.61
3502,11.93,1.3,39.64,0.18
3503,10.69,4.9,67.74,0.67
3504,8.02,3.6,6.09,0.6
3505,15.88,5.0,25.01,0.52
3506,7.94,2.6,4.7,0.48
3507,12.72,3.2,39.56,0.4
3508,16.36,4.3,5.46,0.42
3509,12.1,1.8,48.77,0.24
3510,12.78,1.9,3.25,0.23
3511,11.54,1.4,95.41,0.21
3512,13.58,4.4,78.97,0.52
3513,10.19,5.0,51.58,0.7
3514,9.19,2.6,7.23,0.44
3515,8.68,3.5,66.53,0.56
3516,7.73,2.1,68.04,0.42
3517,9.46,4.5,73.82,0.66
3518,10.74,4.2,54.71,0.59
3519,13.21,2.6,72.91,0.31
3520,13.81,4.2,72.54,0.49
3521,8.88,1.6,71.29,0.32
3522,13.9,4.7,67.22,0.55
3523,10.31,2.7,46.44,0.41
3524,2.83,4.5,98.65,0.88
3525,14.8,4.9,57.64,0.54
3526,1.48,3.5,61.81,0.8
3527,5.25,4.5,46.33,0.8
3528,12.33,5.0,16.82,0.63
3529,13.12,2.2,59.62,0.26
3530,5.07,1.1,3.72,0.38
3531,11.84,2.4,91.0,0.33
3532,16.47,4.5,20.57,0.44
3533,8.51,4.5,56.09,0.7
3534,3.68,1.6,8.91,0.49
3535,6.52,4.4,27.0,0.75
3536,9.49,3.6,98.83,0.55
3537,5.89,3.9,33.91,0.7
3538,8.26,1.7,36.49,0.35
3539,2.29,3.4,40.83,0.76
3540,4.36,3.6,97.22,0.72
3541,14.16,2.1,68.62,0.21
3542,8.29,1.7,40.44,0.35
3543,7.9,4.4,80.32,0.7
3544,14.51,3.2,45.71,0.34
3545,2.35,3.5,85.89,0.77
3546,8.05,2.7,58.23,0.49
3547,2.16,3.7,6.04,0.8
3548,4.25,1.7,42.02,0.48
3549,1.25,4.1,84.36,0.88
3550,2.65,3.7,10.76,0.78
3551,16.18,1.4,16.53,0.06
3552,7.46,4.9,29.98,0.78
3553,5.34,4.5,50.52,0.8
3554,11.32,4.4,49.76,0.59
3555,8.44,2.5,99.42,0.45
3556,2.3,1.7,31.26,0.55
3557,5.31,2.0,30.2,0.49
3558,11.9,2.8,35.86,0.37
3559,2.2,3.8,23.74,0.81
3560,14.65,2.5,66.83,0.25
3561,10.38,2.0,6.48,0.32
3562,15.5,2.4,71.51,0.21
3563,11.74,2.2,8.2,0.3
3564,4.08,4.1,77.54,0.79
3565,10.5,1.5,47.26,0.26
3566,2.53,3.3,5.47,0.74
3567,14.27,3.4,91.92,0.37
3568,10.82,4.9,29.65,0.67
3569,15.02,2.4,90.76,0.22
3570,9.27,2.2,31.9,0.38
3571,10.78,4.6,79.5,0.63
3572,3.37,5.0,65.51,0.92
3573,1.36,3.1,45.96,0.75
3574,1.14,3.3,69.47,0.78
3575,12.13,4.6,24.83,0.59
3576,14.74,4.2,37.93,0.46
3577,7.12,2.6,45.85,0.5
3578,6.58,4.2,70.54,0.72
3579,10.75,1.6,41.29,0.26
3580,2.58,1.1,49.19,0.46
3581,15.31,3.8,60.4,0.39
3582,6.84,4.9,78.7,0.8
3583,3.03,4.4,97.6,0.86
3584,7.61,4.2,98.95,0.69
3585,7.97,4.6,56.76,0.73
3586,13.29,2.8,64.27,0.33
3587,1.5,1.1,33.75,0.5
3588,5.53,3.0,10.98,0.6
3589,6.14,4.7,12.14,0.8
3590,4.92,2.9,69.02,0.61
3591,14.51,2.6,86.61,0.26
3592,12.27,1.6,66.91,0.21
3593,6.36,1.6,68.4,0.4
3594,9.11,3.1,37.44,0.5
3595,2.1,2.7,86.06,0.68
3596,4.42,2.1,63.3,0.53
3597,8.09,3.1,32.98,0.53
3598,3.15,1.6,96.34,0.51
3599,15.45,3.6,80.39,0.36
3600,10.34,3.2,49.08,0.47
3601,13.98,3.8,19.1,0.43
3602,8.12,1.8,34.28,0.37
3603,14.43,1.1,55.37,0.08
3604,12.02,4.6,33.74,0.59
3605,12.36,1.9,79.95,0.25
3606,16.3,4.2,20.68,0.41
3607,5.34,2.5,49.3,0.55
3608,14.91,3.7,87.49,0.39
3609,9.71,4.9,47.16,0.71
3610,10.32,3.6,88.05,0.52
3611,16.12,2.8,35.29,0.24
3612,1.65,2.1,41.95,0.62
3613,14.85,2.4,19.98,0.23
3614,3.51,5.0,94.06,0.92
3615,8.13,1.5,66.51,0.33
3616,15.79,3.4,70.26,0.32
3617,11.02,4.8,30.97,0.65
3618,7.58,3.9,39.8,0.65
3619,5.53,1.3,67.38,0.39
3620,7.63,4.9,49.13,0.77
3621,4.33,3.1,37.95,0.66
3622,5.52,2.0,12.28,0.48
3623,12.16,2.1,66.42,0.28
3624,4.92,2.9,47.94,0.61
3625,13.47,4.5,63.56,0.54
3626,7.65,2.7,38.81,0.5
3627,7.44,3.6,44.89,0.62
3628,5.0,3.6,98.87,0.7
3629,6.3,3.7,89.38,0.67
3630,9.5,1.1,68.86,0.24
3631,2.1,2.0,38.16,0.59
3632,10.93,1.9,95.61,0.29
3633,7.44,3.0,24.92,0.54
3634,12.05,1.5,38.7,0.21
3635,6.31,2.8,84.62,0.55
3636,12.61,4.6,74.88,0.58
3637,3.76,2.3,54.73,0.57
3638,9.1,3.8,90.96,0.59
3639,12.48,1.2,36.91,0.15
3640,7.36,2.7,59.44,0.51
3641,5.83,3.1,10.62,0.61
3642,3.47,4.8,13.56,0.9
3643,2.16,3.0,20.6,0.71
3644,9.03,3.6,82.32,0.57
3645,1.99,3.5,98.18,0.78
3646,1.21,4.2,50.92,0.89
